Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
3907,7/9/2020,8:00 AM,Karnataka,-,-,11876,470,28877
3908,7/9/2020,8:00 AM,Kerala,-,-,3559,27,6195
3909,7/9/2020,8:00 AM,Ladakh,-,-,836,1,1041
3910,7/9/2020,8:00 AM,Madhya Pradesh,-,-,11987,629,16036
3911,7/9/2020,8:00 AM,Maharashtra,-,-,123192,9448,223724
3912,7/9/2020,8:00 AM,Manipur,-,-,793,0,1435
3913,7/9/2020,8:00 AM,Meghalaya,-,-,43,1,80
3914,7/9/2020,8:00 AM,Mizoram,-,-,133,0,197
3915,7/9/2020,8:00 AM,Nagaland,-,-,304,0,657
3916,7/9/2020,8:00 AM,Odisha,-,-,7006,48,10624
3917,7/9/2020,8:00 AM,Puducherry,-,-,480,14,1008
3918,7/9/2020,8:00 AM,Punjab,-,-,4828,178,6907
3919,7/9/2020,8:00 AM,Rajasthan,-,-,16866,482,22063
3920,7/9/2020,8:00 AM,Sikkim,-,-,71,0,133
3921,7/9/2020,8:00 AM,Tamil Nadu,-,-,74167,1700,122350
3922,7/9/2020,8:00 AM,Telangana,-,-,17279,324,29536
3923,7/9/2020,8:00 AM,Tripura,-,-,1324,1,1761
3924,7/9/2020,8:00 AM,Uttarakhand,-,-,2650,46,3258
3925,7/9/2020,8:00 AM,Uttar Pradesh,-,-,20331,845,31156
3926,7/9/2020,8:00 AM,West Bengal,-,-,16291,827,24823
3927,7/9/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,4385
3928,7/10/2020,8:00 AM,Andaman and Nicobar Islands,-,-,83,0,151
3929,7/10/2020,8:00 AM,Andhra Pradesh,-,-,12154,277,23814
3930,7/10/2020,8:00 AM,Arunachal Pradesh,-,-,120,2,302
3931,7/10/2020,8:00 AM,Assam,-,-,8729,22,14032
3932,7/10/2020,8:00 AM,Bihar,-,-,9816,115,13944
3933,7/10/2020,8:00 AM,Chandigarh,-,-,403,7,523
3934,7/10/2020,8:00 AM,Chhattisgarh,-,-,2903,15,3675
3935,7/10/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,189,0,411
3936,7/10/2020,8:00 AM,Delhi,-,-,82226,3258,107051
3937,7/10/2020,8:00 AM,Goa,-,-,1273,9,2151
3938,7/10/2020,8:00 AM,Gujarat,-,-,27718,2008,39194
3939,7/10/2020,8:00 AM,Haryana,-,-,14510,287,19369
3940,7/10/2020,8:00 AM,Himachal Pradesh,-,-,846,11,1140
3941,7/10/2020,8:00 AM,Jammu and Kashmir,-,-,5695,154,9501
3942,7/10/2020,8:00 AM,Jharkhand,-,-,2208,23,3246
3943,7/10/2020,8:00 AM,Karnataka,-,-,12833,486,31105
3944,7/10/2020,8:00 AM,Kerala,-,-,3708,27,6534
3945,7/10/2020,8:00 AM,Ladakh,-,-,915,1,1055
3946,7/10/2020,8:00 AM,Madhya Pradesh,-,-,12232,634,16341
3947,7/10/2020,8:00 AM,Maharashtra,-,-,127259,9667,230599
3948,7/10/2020,8:00 AM,Manipur,-,-,799,0,1450
3949,7/10/2020,8:00 AM,Meghalaya,-,-,66,2,113
3950,7/10/2020,8:00 AM,Mizoram,-,-,133,0,197
3951,7/10/2020,8:00 AM,Nagaland,-,-,304,0,673
3952,7/10/2020,8:00 AM,Odisha,-,-,7407,52,11201
3953,7/10/2020,8:00 AM,Puducherry,-,-,584,14,1151
3954,7/10/2020,8:00 AM,Punjab,-,-,4945,183,7140
3955,7/10/2020,8:00 AM,Rajasthan,-,-,17070,491,22563
3956,7/10/2020,8:00 AM,Sikkim,-,-,72,0,134
3957,7/10/2020,8:00 AM,Tamil Nadu,-,-,78161,1765,126581
3958,7/10/2020,8:00 AM,Telangana,-,-,18192,331,30946
3959,7/10/2020,8:00 AM,Tripura,-,-,1338,1,1776
3960,7/10/2020,8:00 AM,Uttarakhand,-,-,2672,46,3305
3961,7/10/2020,8:00 AM,Uttar Pradesh,-,-,21127,862,32362
3962,7/10/2020,8:00 AM,West Bengal,-,-,16826,854,25911
3963,7/10/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,4161
3964,7/11/2020,8:00 AM,Andaman and Nicobar Islands,-,-,92,0,156
3965,7/11/2020,8:00 AM,Andhra Pradesh,-,-,13194,292,25422
3966,7/11/2020,8:00 AM,Arunachal Pradesh,-,-,120,2,335
3967,7/11/2020,8:00 AM,Assam,-,-,9147,27,14600
3968,7/11/2020,8:00 AM,Bihar,-,-,10109,119,14575
3969,7/11/2020,8:00 AM,Chandigarh,-,-,408,7,539
3970,7/11/2020,8:00 AM,Chhattisgarh,-,-,3028,17,3767
3971,7/11/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,211,0,459
3972,7/11/2020,8:00 AM,Delhi,-,-,84694,3300,109140
3973,7/11/2020,8:00 AM,Goa,-,-,1347,9,2251
3974,7/11/2020,8:00 AM,Gujarat,-,-,28147,2022,40069
3975,7/11/2020,8:00 AM,Haryana,-,-,14904,290,19934
3976,7/11/2020,8:00 AM,Himachal Pradesh,-,-,883,11,1171
3977,7/11/2020,8:00 AM,Jammu and Kashmir,-,-,5786,159,9888
3978,7/11/2020,8:00 AM,Jharkhand,-,-,2224,23,3419
3979,7/11/2020,8:00 AM,Karnataka,-,-,13836,543,33418
3980,7/11/2020,8:00 AM,Kerala,-,-,3820,27,6950
3981,7/11/2020,8:00 AM,Ladakh,-,-,917,1,1064
3982,7/11/2020,8:00 AM,Madhya Pradesh,-,-,12481,638,16657
3983,7/11/2020,8:00 AM,Maharashtra,-,-,132625,9893,238461
3984,7/11/2020,8:00 AM,Manipur,-,-,832,0,1582
3985,7/11/2020,8:00 AM,Meghalaya,-,-,66,2,207
3986,7/11/2020,8:00 AM,Mizoram,-,-,143,0,226
3987,7/11/2020,8:00 AM,Nagaland,-,-,304,0,732
3988,7/11/2020,8:00 AM,Odisha,-,-,7972,56,11956
3989,7/11/2020,8:00 AM,Puducherry,-,-,637,17,1272
3990,7/11/2020,8:00 AM,Punjab,-,-,5017,187,7357
3991,7/11/2020,8:00 AM,Rajasthan,-,-,17620,497,23174
3992,7/11/2020,8:00 AM,Sikkim,-,-,80,0,134
3993,7/11/2020,8:00 AM,Tamil Nadu,-,-,82324,1829,130261
3994,7/11/2020,8:00 AM,Telangana,-,-,19205,339,32224
3995,7/11/2020,8:00 AM,Tripura,-,-,1372,1,1918
3996,7/11/2020,8:00 AM,Uttarakhand,-,-,2706,46,3373
3997,7/11/2020,8:00 AM,Uttar Pradesh,-,-,21787,889,33700
3998,7/11/2020,8:00 AM,West Bengal,-,-,17348,880,27109
3999,7/11/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,3416
4000,7/12/2020,8:00 AM,Andaman and Nicobar Islands,-,-,93,0,163
4001,7/12/2020,8:00 AM,Andhra Pradesh,-,-,14393,309,27235
4002,7/12/2020,8:00 AM,Arunachal Pradesh,-,-,125,2,341
4003,7/12/2020,8:00 AM,Assam,-,-,9150,35,15536
4004,7/12/2020,8:00 AM,Bihar,-,-,10685,131,15373
4005,7/12/2020,8:00 AM,Chandigarh,-,-,413,7,555
4006,7/12/2020,8:00 AM,Chhattisgarh,-,-,3070,17,3897
4007,7/12/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,226,0,471
4008,7/12/2020,8:00 AM,Delhi,-,-,87692,3334,110921
4009,7/12/2020,8:00 AM,Goa,-,-,1428,12,2368
4010,7/12/2020,8:00 AM,Gujarat,-,-,28649,2032,40941
4011,7/12/2020,8:00 AM,Haryana,-,-,15394,297,20582
4012,7/12/2020,8:00 AM,Himachal Pradesh,-,-,908,11,1182
4013,7/12/2020,8:00 AM,Jammu and Kashmir,-,-,5895,169,10156
4014,7/12/2020,8:00 AM,Jharkhand,-,-,2243,23,3613
4015,7/12/2020,8:00 AM,Karnataka,-,-,14716,613,36216
4016,7/12/2020,8:00 AM,Kerala,-,-,3963,29,7438
4017,7/12/2020,8:00 AM,Ladakh,-,-,928,1,1077
4018,7/12/2020,8:00 AM,Madhya Pradesh,-,-,12679,644,17201
4019,7/12/2020,8:00 AM,Maharashtra,-,-,136985,10116,246600
4020,7/12/2020,8:00 AM,Manipur,-,-,843,0,1593
4021,7/12/2020,8:00 AM,Meghalaya,-,-,66,2,207
4022,7/12/2020,8:00 AM,Mizoram,-,-,150,0,227
4023,7/12/2020,8:00 AM,Nagaland,-,-,313,0,748
4024,7/12/2020,8:00 AM,Odisha,-,-,8360,61,12526
4025,7/12/2020,8:00 AM,Puducherry,-,-,690,18,1337
4026,7/12/2020,8:00 AM,Punjab,-,-,5040,195,7587
4027,7/12/2020,8:00 AM,Rajasthan,-,-,17869,503,23748
4028,7/12/2020,8:00 AM,Sikkim,-,-,80,0,151
4029,7/12/2020,8:00 AM,Tamil Nadu,-,-,85915,1898,134226
4030,7/12/2020,8:00 AM,Telangana,-,-,20919,348,33402
4031,7/12/2020,8:00 AM,Tripura,-,-,1375,2,1949
4032,7/12/2020,8:00 AM,Uttarakhand,-,-,2718,46,3417
4033,7/12/2020,8:00 AM,Uttar Pradesh,-,-,22689,913,35092
4034,7/12/2020,8:00 AM,West Bengal,-,-,17959,906,28453
4035,7/12/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,3024
4036,7/13/20,8:00 AM,Andaman and Nicobar Islands,-,-,93,0,163
4037,7/13/20,8:00 AM,Andhra Pradesh,-,-,15412,328,29168
4038,7/13/20,8:00 AM,Arunachal Pradesh,-,-,138,2,359
4039,7/13/20,8:00 AM,Assam,-,-,10426,35,16071
4040,7/13/20,8:00 AM,Bihar,-,-,11498,143,16642
4041,7/13/20,8:00 AM,Chandigarh,-,-,417,8,559
4042,7/13/20,8:00 AM,Chhattisgarh,-,-,3153,19,4059
4043,7/13/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,245,0,479
4044,7/13/20,8:00 AM,Delhi,-,-,89968,3371,112494
4045,7/13/20,8:00 AM,Goa,-,-,1487,14,2453
4046,7/13/20,8:00 AM,Gujarat,-,-,29162,2045,41820
4047,7/13/20,8:00 AM,Haryana,-,-,15983,301,21240
4048,7/13/20,8:00 AM,Himachal Pradesh,-,-,929,11,1213
4049,7/13/20,8:00 AM,Jammu and Kashmir,-,-,5979,179,10513
4050,7/13/20,8:00 AM,Jharkhand,-,-,2308,30,3756
4051,7/13/20,8:00 AM,Karnataka,-,-,15409,684,38843
4052,7/13/20,8:00 AM,Kerala,-,-,4095,31,7873
4053,7/13/20,8:00 AM,Ladakh,-,-,928,1,1086
4054,7/13/20,8:00 AM,Madhya Pradesh,-,-,12876,653,17632
4055,7/13/20,8:00 AM,Maharashtra,-,-,140325,10289,254427
4056,7/13/20,8:00 AM,Manipur,-,-,896,0,1609
4057,7/13/20,8:00 AM,Meghalaya,-,-,66,2,306
4058,7/13/20,8:00 AM,Mizoram,-,-,150,0,231
4059,7/13/20,8:00 AM,Nagaland,-,-,327,0,774
4060,7/13/20,8:00 AM,Odisha,-,-,8750,64,13121
4061,7/13/20,8:00 AM,Puducherry,-,-,739,18,1418
4062,7/13/20,8:00 AM,Punjab,-,-,5392,199,7821
4063,7/13/20,8:00 AM,Rajasthan,-,-,18103,510,24392
4064,7/13/20,8:00 AM,Sikkim,-,-,81,0,153
4065,7/13/20,8:00 AM,Tamil Nadu,-,-,89532,1966,138470
4066,7/13/20,8:00 AM,Telangana,-,-,22482,356,34671
4067,7/13/20,8:00 AM,Tripura,-,-,1421,2,2054
4068,7/13/20,8:00 AM,Uttarakhand,-,-,2786,47,3537
4069,7/13/20,8:00 AM,Uttar Pradesh,-,-,23334,934,36476
4070,7/13/20,8:00 AM,West Bengal,-,-,18581,932,30013
4071,7/13/20,8:00 AM,Cases being reassigned to states,-,-,0,0,2358
4072,7/14/20,8:00 AM,Andaman and Nicobar Islands,-,-,109,0,166
4073,7/14/20,8:00 AM,Andhra Pradesh,-,-,16464,365,31103
4074,7/14/20,8:00 AM,Arunachal Pradesh,-,-,145,2,387
4075,7/14/20,8:00 AM,Assam,-,-,10894,36,16806
4076,7/14/20,8:00 AM,Bihar,-,-,12317,160,17959
4077,7/14/20,8:00 AM,Chandigarh,-,-,423,8,588
4078,7/14/20,8:00 AM,Chhattisgarh,-,-,3202,19,4217
4079,7/14/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,268,1,495
4080,7/14/20,8:00 AM,Delhi,-,-,91312,3411,113740
4081,7/14/20,8:00 AM,Goa,-,-,1540,17,2583
4082,7/14/20,8:00 AM,Gujarat,-,-,29770,2055,42722
4083,7/14/20,8:00 AM,Haryana,-,-,16602,308,21894
4084,7/14/20,8:00 AM,Himachal Pradesh,-,-,940,11,1243
4085,7/14/20,8:00 AM,Jammu and Kashmir,-,-,6095,187,10827
4086,7/14/20,8:00 AM,Jharkhand,-,-,2351,33,3898
4087,7/14/20,8:00 AM,Karnataka,-,-,16248,757,41581
4088,7/14/20,8:00 AM,Kerala,-,-,4257,33,8322
4089,7/14/20,8:00 AM,Ladakh,-,-,946,1,1093
4090,7/14/20,8:00 AM,Madhya Pradesh,-,-,13208,663,18207
4091,7/14/20,8:00 AM,Maharashtra,-,-,144507,10482,260924
4092,7/14/20,8:00 AM,Manipur,-,-,970,0,1626
4093,7/14/20,8:00 AM,Meghalaya,-,-,66,2,318
4094,7/14/20,8:00 AM,Mizoram,-,-,151,0,233
4095,7/14/20,8:00 AM,Nagaland,-,-,340,0,845
4096,7/14/20,8:00 AM,Odisha,-,-,9255,70,13737
4097,7/14/20,8:00 AM,Puducherry,-,-,785,18,1468
4098,7/14/20,8:00 AM,Punjab,-,-,5586,204,8178
4099,7/14/20,8:00 AM,Rajasthan,-,-,18630,525,24936
4100,7/14/20,8:00 AM,Sikkim,-,-,86,0,192
4101,7/14/20,8:00 AM,Tamil Nadu,-,-,92567,2032,142798
4102,7/14/20,8:00 AM,Telangana,-,-,23679,365,36221
4103,7/14/20,8:00 AM,Tripura,-,-,1475,2,2080
4104,7/14/20,8:00 AM,Uttarakhand,-,-,2856,49,3608
4105,7/14/20,8:00 AM,Uttar Pradesh,-,-,24203,955,38130
4106,7/14/20,8:00 AM,West Bengal,-,-,19213,956,31448
4107,7/14/20,8:00 AM,Cases being reassigned to states,-,-,0,0,2179
4108,7/15/20,8:00 AM,Andaman and Nicobar Islands,-,-,109,0,166
4109,7/15/20,8:00 AM,Andhra Pradesh,-,-,17467,408,33019
4110,7/15/20,8:00 AM,Arunachal Pradesh,-,-,153,3,462
4111,7/15/20,8:00 AM,Assam,-,-,11416,40,17807
4112,7/15/20,8:00 AM,Bihar,-,-,12849,174,19284
4113,7/15/20,8:00 AM,Chandigarh,-,-,446,10,600
4114,7/15/20,8:00 AM,Chhattisgarh,-,-,3275,20,4379
4115,7/15/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,310,1,520
4116,7/15/20,8:00 AM,Delhi,-,-,93236,3446,115346
4117,7/15/20,8:00 AM,Goa,-,-,1607,18,2753
4118,7/15/20,8:00 AM,Gujarat,-,-,30503,2069,43637
4119,7/15/20,8:00 AM,Haryana,-,-,17090,312,22628
4120,7/15/20,8:00 AM,Himachal Pradesh,-,-,951,11,1309
4121,7/15/20,8:00 AM,Jammu and Kashmir,-,-,6223,195,11173
4122,7/15/20,8:00 AM,Jharkhand,-,-,2427,36,4091
4123,7/15/20,8:00 AM,Karnataka,-,-,17390,842,44077
4124,7/15/20,8:00 AM,Kerala,-,-,4438,34,8930
4125,7/15/20,8:00 AM,Ladakh,-,-,946,1,1093
4126,7/15/20,8:00 AM,Madhya Pradesh,-,-,13575,673,19005
4127,7/15/20,8:00 AM,Maharashtra,-,-,149007,10695,267665
4128,7/15/20,8:00 AM,Manipur,-,-,970,0,1672
4129,7/15/20,8:00 AM,Meghalaya,-,-,66,2,318
4130,7/15/20,8:00 AM,Mizoram,-,-,159,0,238
4131,7/15/20,8:00 AM,Nagaland,-,-,346,0,896
4132,7/15/20,8:00 AM,Odisha,-,-,9864,74,14280
4133,7/15/20,8:00 AM,Puducherry,-,-,829,18,1531
4134,7/15/20,8:00 AM,Punjab,-,-,5663,213,8511
4135,7/15/20,8:00 AM,Rajasthan,-,-,19161,525,25571
4136,7/15/20,8:00 AM,Sikkim,-,-,87,0,209
4137,7/15/20,8:00 AM,Tamil Nadu,-,-,97310,2099,147324
4138,7/15/20,8:00 AM,Telangana,-,-,24840,375,37745
4139,7/15/20,8:00 AM,Tripura,-,-,1538,2,2170
4140,7/15/20,8:00 AM,Uttarakhand,-,-,2867,50,3686
4141,7/15/20,8:00 AM,Uttar Pradesh,-,-,24983,983,39724
4142,7/15/20,8:00 AM,West Bengal,-,-,19931,980,32838
4143,7/15/20,8:00 AM,Cases being reassigned to states,-,-,0,0,1524
4144,7/16/20,8:00 AM,Andaman and Nicobar Islands,-,-,130,0,176
4145,7/16/20,8:00 AM,Andhra Pradesh,-,-,18378,452,35451
4146,7/16/20,8:00 AM,Arunachal Pradesh,-,-,153,3,462
4147,7/16/20,8:00 AM,Assam,-,-,12173,46,18666
4148,7/16/20,8:00 AM,Bihar,-,-,13462,180,20612
4149,7/16/20,8:00 AM,Chandigarh,-,-,459,11,625
4150,7/16/20,8:00 AM,Chhattisgarh,-,-,3324,20,4539
4151,7/16/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,357,2,539
4152,7/16/20,8:00 AM,Delhi,-,-,95699,3487,116993
4153,7/16/20,8:00 AM,Goa,-,-,1674,18,2951
4154,7/16/20,8:00 AM,Gujarat,-,-,31286,2079,44552
4155,7/16/20,8:00 AM,Haryana,-,-,17667,319,23306
4156,7/16/20,8:00 AM,Himachal Pradesh,-,-,979,11,1341
4157,7/16/20,8:00 AM,Jammu and Kashmir,-,-,6337,206,11666
4158,7/16/20,8:00 AM,Jharkhand,-,-,2485,38,4320
4159,7/16/20,8:00 AM,Karnataka,-,-,18466,928,47253
4160,7/16/20,8:00 AM,Kerala,-,-,4634,35,9553
4161,7/16/20,8:00 AM,Ladakh,-,-,964,1,1142
4162,7/16/20,8:00 AM,Madhya Pradesh,-,-,13908,682,19643
4163,7/16/20,8:00 AM,Maharashtra,-,-,152613,10928,275640
4164,7/16/20,8:00 AM,Manipur,-,-,989,0,1700
4165,7/16/20,8:00 AM,Meghalaya,-,-,66,2,346
4166,7/16/20,8:00 AM,Mizoram,-,-,159,0,238
4167,7/16/20,8:00 AM,Nagaland,-,-,348,0,902
4168,7/16/20,8:00 AM,Odisha,-,-,10476,77,14898
4169,7/16/20,8:00 AM,Puducherry,-,-,889,21,1596
4170,7/16/20,8:00 AM,Punjab,-,-,5867,221,8799
4171,7/16/20,8:00 AM,Rajasthan,-,-,19502,530,26437
4172,7/16/20,8:00 AM,Sikkim,-,-,87,0,220
4173,7/16/20,8:00 AM,Tamil Nadu,-,-,102310,2167,151820
4174,7/16/20,8:00 AM,Telangana,-,-,25999,386,39342
4175,7/16/20,8:00 AM,Tripura,-,-,1604,3,2268
4176,7/16/20,8:00 AM,Uttarakhand,-,-,2948,50,3785
4177,7/16/20,8:00 AM,Uttar Pradesh,-,-,25743,1012,41383
4178,7/16/20,8:00 AM,West Bengal,-,-,20680,1000,34427
4179,7/16/20,8:00 AM,Cases being reassigned to states,-,-,0,0,1285
4180,7/17/20,8:00 AM,Andaman and Nicobar Islands,-,-,133,0,180
4181,7/17/20,8:00 AM,Andhra Pradesh,-,-,19393,492,38044
4182,7/17/20,8:00 AM,Arunachal Pradesh,-,-,153,3,543
4183,7/17/20,8:00 AM,Assam,-,-,12888,48,19754
4184,7/17/20,8:00 AM,Bihar,-,-,14018,197,21764
4185,7/17/20,8:00 AM,Chandigarh,-,-,476,11,651
4186,7/17/20,8:00 AM,Chhattisgarh,-,-,3451,21,4732
4187,7/17/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,371,2,552
4188,7/17/20,8:00 AM,Delhi,-,-,97693,3545,118645
4189,7/17/20,8:00 AM,Goa,-,-,1817,19,3108
4190,7/17/20,8:00 AM,Gujarat,-,-,32103,2089,45481
4191,7/17/20,8:00 AM,Haryana,-,-,18185,322,24002
4192,7/17/20,8:00 AM,Himachal Pradesh,-,-,984,11,1377
4193,7/17/20,8:00 AM,Jammu and Kashmir,-,-,6446,222,12156
4194,7/17/20,8:00 AM,Jharkhand,-,-,2513,42,4624
4195,7/17/20,8:00 AM,Karnataka,-,-,19729,1032,51422
4196,7/17/20,8:00 AM,Kerala,-,-,4862,37,10275
4197,7/17/20,8:00 AM,Ladakh,-,-,970,1,1147
4198,7/17/20,8:00 AM,Madhya Pradesh,-,-,14127,689,20378
4199,7/17/20,8:00 AM,Maharashtra,-,-,158140,11194,284281
4200,7/17/20,8:00 AM,Manipur,-,-,1129,0,1764
4201,7/17/20,8:00 AM,Meghalaya,-,-,66,2,377
4202,7/17/20,8:00 AM,Mizoram,-,-,160,0,272
4203,7/17/20,8:00 AM,Nagaland,-,-,391,0,916
4204,7/17/20,8:00 AM,Odisha,-,-,10877,79,15392
4205,7/17/20,8:00 AM,Puducherry,-,-,947,22,1743
4206,7/17/20,8:00 AM,Punjab,-,-,6277,230,9094
4207,7/17/20,8:00 AM,Rajasthan,-,-,19970,538,27174
4208,7/17/20,8:00 AM,Sikkim,-,-,88,0,243
4209,7/17/20,8:00 AM,Tamil Nadu,-,-,107416,2236,156369
4210,7/17/20,8:00 AM,Telangana,-,-,27295,396,41018
4211,7/17/20,8:00 AM,Tripura,-,-,1604,3,2283
4212,7/17/20,8:00 AM,Uttarakhand,-,-,2995,50,3982
4213,7/17/20,8:00 AM,Uttar Pradesh,-,-,26675,1046,43441
4214,7/17/20,8:00 AM,West Bengal,-,-,21415,1023,36117
4215,7/17/20,8:00 AM,Cases being reassigned to states,-,-,0,0,531
4216,7/18/20,8:00 AM,Andaman and Nicobar Islands,-,-,142,0,194
4217,7/18/20,8:00 AM,Andhra Pradesh,-,-,20298,534,40646
4218,7/18/20,8:00 AM,Arunachal Pradesh,-,-,175,3,609
4219,7/18/20,8:00 AM,Assam,-,-,14105,51,20646
4220,7/18/20,8:00 AM,Bihar,-,-,14621,201,23589
4221,7/18/20,8:00 AM,Chandigarh,-,-,480,11,660
4222,7/18/20,8:00 AM,Chhattisgarh,-,-,3512,23,4964
4223,7/18/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,401,2,585
4224,7/18/20,8:00 AM,Delhi,-,-,99301,3571,120107
4225,7/18/20,8:00 AM,Goa,-,-,1946,21,3304
4226,7/18/20,8:00 AM,Gujarat,-,-,32973,2106,46430
4227,7/18/20,8:00 AM,Haryana,-,-,18718,327,24797
4228,7/18/20,8:00 AM,Himachal Pradesh,-,-,1024,11,1417
4229,7/18/20,8:00 AM,Jammu and Kashmir,-,-,6558,231,12757
4230,7/18/20,8:00 AM,Jharkhand,-,-,2570,46,4921
4231,7/18/20,8:00 AM,Karnataka,-,-,20757,1147,55115
4232,7/18/20,8:00 AM,Kerala,-,-,4995,38,11066
4233,7/18/20,8:00 AM,Ladakh,-,-,973,1,1151
4234,7/18/20,8:00 AM,Madhya Pradesh,-,-,14514,697,21081
4235,7/18/20,8:00 AM,Maharashtra,-,-,160357,11452,292589
4236,7/18/20,8:00 AM,Manipur,-,-,1163,0,1800
4237,7/18/20,8:00 AM,Meghalaya,-,-,66,2,403
4238,7/18/20,8:00 AM,Mizoram,-,-,160,0,282
4239,7/18/20,8:00 AM,Nagaland,-,-,405,0,956
4240,7/18/20,8:00 AM,Odisha,-,-,11330,83,16110
4241,7/18/20,8:00 AM,Puducherry,-,-,1014,25,1832
4242,7/18/20,8:00 AM,Punjab,-,-,6373,239,9442
4243,7/18/20,8:00 AM,Rajasthan,-,-,20626,546,27789
4244,7/18/20,8:00 AM,Sikkim,-,-,90,0,266
4245,7/18/20,8:00 AM,Tamil Nadu,-,-,110807,2315,160907
4246,7/18/20,8:00 AM,Telangana,-,-,28705,403,42496
4247,7/18/20,8:00 AM,Tripura,-,-,1684,3,2366
4248,7/18/20,8:00 AM,Uttarakhand,-,-,3021,51,4102
4249,7/18/20,8:00 AM,Uttar Pradesh,-,-,27634,1084,45163
4250,7/18/20,8:00 AM,West Bengal,-,-,22253,1049,38011
4251,7/18/20,8:00 AM,Cases being reassigned to states,-,-,0,0,163
4252,7/19/20,8:00 AM,Andaman and Nicobar Islands,-,-,145,0,198
4253,7/19/20,8:00 AM,Andhra Pradesh,-,-,21763,586,44609
4254,7/19/20,8:00 AM,Arunachal Pradesh,-,-,274,3,650
4255,7/19/20,8:00 AM,Assam,-,-,15165,53,22918
4256,7/19/20,8:00 AM,Bihar,-,-,15536,208,25136
4257,7/19/20,8:00 AM,Chandigarh,-,-,485,12,700
4258,7/19/20,8:00 AM,Chhattisgarh,-,-,3658,24,5233
4259,7/19/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,414,2,602
4260,7/19/20,8:00 AM,Delhi,-,-,101274,3597,121582
4261,7/19/20,8:00 AM,Goa,-,-,2038,21,3484
4262,7/19/20,8:00 AM,Gujarat,-,-,34035,2122,47390
4263,7/19/20,8:00 AM,Haryana,-,-,19318,344,25547
4264,7/19/20,8:00 AM,Himachal Pradesh,-,-,1036,11,1457
4265,7/19/20,8:00 AM,Jammu and Kashmir,-,-,7165,236,13198
4266,7/19/20,8:00 AM,Jharkhand,-,-,2611,46,5342
4267,7/19/20,8:00 AM,Karnataka,-,-,21775,1240,59652
4268,7/19/20,8:00 AM,Kerala,-,-,5199,40,11659
4269,7/19/20,8:00 AM,Ladakh,-,-,985,1,1159
4270,7/19/20,8:00 AM,Madhya Pradesh,-,-,14864,706,21763
4271,7/19/20,8:00 AM,Maharashtra,-,-,165663,11596,300937
4272,7/19/20,8:00 AM,Manipur,-,-,1182,0,1891
4273,7/19/20,8:00 AM,Meghalaya,-,-,66,2,418
4274,7/19/20,8:00 AM,Mizoram,-,-,167,0,284
4275,7/19/20,8:00 AM,Nagaland,-,-,432,0,978
4276,7/19/20,8:00 AM,Odisha,-,-,11937,86,16701
4277,7/19/20,8:00 AM,Puducherry,-,-,1066,28,1894
4278,7/19/20,8:00 AM,Punjab,-,-,6454,246,9792
4279,7/19/20,8:00 AM,Rajasthan,-,-,21144,553,28500
4280,7/19/20,8:00 AM,Sikkim,-,-,90,0,275
4281,7/19/20,8:00 AM,Tamil Nadu,-,-,113856,2403,165714
4282,7/19/20,8:00 AM,Telangana,-,-,30607,409,43780
4283,7/19/20,8:00 AM,Tripura,-,-,1735,5,2654
4284,7/19/20,8:00 AM,Uttarakhand,-,-,3081,52,4276
4285,7/19/20,8:00 AM,Uttar Pradesh,-,-,28664,1108,47036
4286,7/19/20,8:00 AM,West Bengal,-,-,23539,1076,40209
4287,7/20/20,8:00 AM,Andaman and Nicobar Islands,-,-,145,0,203
4288,7/20/20,8:00 AM,Andhra Pradesh,-,-,22890,642,49650
4289,7/20/20,8:00 AM,Arunachal Pradesh,-,-,282,3,740
4290,7/20/20,8:00 AM,Assam,-,-,16023,57,23999
4291,7/20/20,8:00 AM,Bihar,-,-,16308,217,26569
4292,7/20/20,8:00 AM,Chandigarh,-,-,488,12,717
4293,7/20/20,8:00 AM,Chhattisgarh,-,-,3775,24,5407
4294,7/20/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,414,2,605
4295,7/20/20,8:00 AM,Delhi,-,-,103134,3628,122793
4296,7/20/20,8:00 AM,Goa,-,-,2218,22,3657
4297,7/20/20,8:00 AM,Gujarat,-,-,34901,2142,48355
4298,7/20/20,8:00 AM,Haryana,-,-,19793,349,26164
4299,7/20/20,8:00 AM,Himachal Pradesh,-,-,1059,11,1483
